date,count
2015-12-27,117192
2015-12-28,135039
2015-12-29,136367
2015-12-30,135020
2015-12-31,131175
2016-01-01,114939
2016-01-02,120860
2016-01-03,122731
2016-01-04,170342
2016-01-05,169623
2016-01-06,168419
2016-01-07,167036
2016-01-08,164979
2016-01-09,150274
2016-01-10,149325
2016-01-11,167765
2016-01-12,162659
2016-01-13,132805
2016-01-14,166798
2016-01-15,54205
2016-01-16,147452
2016-01-17,143604
2016-01-18,163672
2016-01-19,166177
2016-01-20,165148
2016-01-21,163641
2016-01-22,161071
2016-01-23,146832
2016-01-24,143916
2016-01-25,162224
2016-01-26,162211
2016-01-27,161580
2016-01-28,160021
2016-01-29,156233
2016-01-30,140115
2016-01-31,139445
2016-02-01,178956
2016-02-02,178464
2016-02-03,176100
2016-02-04,173531
2016-02-05,170082
2016-02-06,153364
2016-02-07,150271
2016-02-08,166527
2016-02-09,170462
2016-02-10,170364
2016-02-11,167843
2016-02-12,163318
2016-02-13,147187
2016-02-14,142271
2016-02-15,162832
2016-02-16,166066
2016-02-17,163583
2016-02-18,161495
2016-02-19,157513
2016-02-20,140094
2016-02-21,140188
2016-02-22,159447
2016-02-23,159184
2016-02-24,158575
2016-02-25,156036
2016-02-26,152114
2016-02-27,136960
2016-02-28,134986
2016-02-29,153741
2016-03-01,154739
2016-03-02,153235
2016-03-03,150870
2016-03-04,147319
2016-03-05,132381
2016-03-06,130935
2016-03-07,166188
2016-03-08,165450
2016-03-09,164254
2016-03-10,163289
2016-03-11,159133
2016-03-12,143028
2016-03-13,142320
2016-03-14,161656
2016-03-15,160553
2016-03-16,158425
2016-03-17,155884
2016-03-18,150621
2016-03-19,135787
2016-03-20,135487
2016-03-21,154630
2016-03-22,153812
2016-03-23,152117
2016-03-24,149522
2016-03-25,143180
2016-03-26,127003
2016-03-27,122581
2016-03-28,148537
2016-03-29,149603
2016-03-30,148314
2016-03-31,147267
2016-04-01,144271
2016-04-02,128513
2016-04-03,128238
2016-04-04,170550
2016-04-05,169780
2016-04-06,168125
2016-04-07,166094
2016-04-08,161102
2016-04-09,146103
2016-04-10,146600
2016-04-11,166107
2016-04-12,165080
2016-04-13,163956
2016-04-14,162172
2016-04-15,157546
2016-04-16,139155
2016-04-17,139105
2016-04-18,159967
2016-04-19,159115
2016-04-20,157310
2016-04-21,154332
2016-04-22,150918
2016-04-23,134201
2016-04-24,133021
2016-04-25,153835
2016-04-26,154668
2016-04-27,152787
2016-04-28,150100
2016-04-29,146979
2016-04-30,132326
2016-05-01,133155
2016-05-02,173878
2016-05-03,171909
2016-05-04,169938
2016-05-05,166333
2016-05-06,159900
2016-05-07,142330
2016-05-08,138718
2016-05-09,161532
2016-05-10,162978
2016-05-11,161719
2016-05-12,158522
2016-05-13,154529
2016-05-14,138937
2016-05-15,138848
2016-05-16,157756
2016-05-17,158611
2016-05-18,156168
2016-05-19,152414
2016-05-20,148211
2016-05-21,132432
2016-05-22,131327
2016-05-23,149516
2016-05-24,149881
2016-05-25,147235
2016-05-26,145357
2016-05-27,140663
2016-05-28,121000
2016-05-29,115047
2016-05-30,127594
2016-05-31,143507
2016-06-01,144929
2016-06-02,143042
2016-06-03,139789
2016-06-04,123109
2016-06-05,122761
2016-06-06,140350
2016-06-07,164548
2016-06-08,162069
2016-06-09,158970
2016-06-10,154248
2016-06-11,137013
2016-06-12,135079
2016-06-13,157361
2016-06-14,158393
2016-06-15,157403
2016-06-16,155945
2016-06-17,150415
2016-06-18,131416
2016-06-19,127638
2016-06-20,151798
2016-06-21,152490
2016-06-22,151645
2016-06-23,149878
2016-06-24,146336
2016-06-25,129749
2016-06-26,127704
2016-06-27,149039
2016-06-28,149790
2016-06-29,147209
2016-06-30,144165
