month_id,count
169,191257
170,178627
171,167672
172,160418
173,143065
174,128775
175,118986
176,118622
177,130585
178,149686
179,155697
180,201534
181,215923
182,196474
183,211160
184,212171
185,206542
186,210211
187,216467
188,222036
189,228733
190,236048
191,244103
192,235849
193,243205
194,243085
195,245676
196,242793
197,240746
198,265196
